followers,friends,favorites,friends_favorites,followers_favorites,followers_favorites_friends,followers_zTransformation,friends_zTransformation,favorites_zTransformation,friends_favorites_zTransformation,followers_favorites_zTransformation,followers_favorites_friends_zTransformation,senti_pos,senti_neg,FEL,#mentions,#hashtags,#urls,component_card,weekday,hour,day,week_of_month,Entity_KW_Count,Hashtag_KW_Count,Mention_KW_Count,URL_KW_Count,senti_pos_ce,senti_neg_ce,weekday_ce,hour_ce,day_ce,week_of_month_ce,senti_pos_te,senti_neg_te,weekday_te,hour_te,day_te,week_of_month_te,retweets
13818,0,7,0,96726,0,-0.1144503964693945,-0.18256656466813648,-0.06507703712581281,-0.017860811741825917,-0.010482426085168273,-0.0012889368104077978,1,-4,-6.517892020877507,1,2,0,0.0,4,14,22,4,0.0,0.0,0.0,0.0,738878,99971,223383,71701,40959,279535,36.86331558227539,46.56523513793945,32.32484436035156,34.458316802978516,31.57964515686035,34.79351043701172,4
22839,24375,18,438750,411102,10020611250,-0.11064735344711847,1.080123213732231,-0.058658774000216386,-0.00891792370880088,-0.010474338435720688,-0.0012865345432941874,1,-2,-7.043395154273373,1,1,0,0.0,5,21,2,1,4.0,0.0,0.0,0.0,738878,178211,190864,57578,40832,131491,36.76259994506836,35.60273361206055,37.67720413208008,29.216331481933594,34.465171813964844,31.15601348876953,26
168180,21674,63,1365462,10595340,229643399160,-0.04937498055047501,0.9402042356210765,-0.03240224303186741,0.009970923367804701,-0.01021233832491459,-0.0012338838029717714,2,-2,-3.826620887781419,1,1,1,0.0019264978909508976,1,21,5,2,0.0,0.0,0.0,0.0,381560,178211,176713,57578,47726,310317,34.00392150878906,35.47451400756836,33.88259506225586,30.36260986328125,33.805416107177734,32.563358306884766,35
60895,785,0,0,0,0,-0.09460383219052423,-0.1419014784714477,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-2.3986343441292295,1,2,1,0.0010448143803745795,1,15,12,3,0.0,0.0,0.0,0.0,738878,861648,176713,74122,47164,305971,36.52212905883789,31.72364044189453,33.33272933959961,35.10282516479492,34.34564208984375,32.53730392456055,0
1479,2242,0,0,0,0,-0.11965223083940492,-0.06642500638409035,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-4,0.0,1,6,0,0.0,2,4,20,4,0.0,0.0,0.0,0.0,738878,99971,173259,39191,41390,279535,36.52212905883789,47.69773864746094,34.00143814086914,38.65846633911133,30.069381713867188,35.01303482055664,0
22,76,5,380,110,8360,-0.12026646802856977,-0.1786295626924061,-0.06624399405773942,-0.01785306633452666,-0.01048491163221712,-0.0012889368084036334,3,-1,-2.083814036329092,1,1,0,0.0,6,11,24,4,0.0,0.0,0.0,0.0,164828,861648,186398,51753,33271,279535,34.91999816894531,31.72364044189453,39.402305603027344,35.47434616088867,43.284603118896484,35.01303482055664,5
28778,4127,0,0,0,0,-0.10814360968153845,0.031223003145538063,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-1.535776454600282,1,1,1,8.933357155619081e-05,3,17,7,2,0.0,0.0,0.0,0.0,738878,861648,183101,72448,47529,310317,36.76259994506836,32.21958923339844,33.23849868774414,28.398792266845703,29.581295013427734,32.732765197753906,0
15579,16161,95,1535295,1480005,23918360805,-0.1137079999765192,0.654616184407898,-0.01373093212104147,0.013432570099001832,-0.010446839794738321,-0.0012832027997631557,1,-1,-3.428163041073158,1,1,0,0.0,5,1,2,1,0.0,0.0,0.0,0.0,738878,861648,190864,46517,40832,131491,36.86331558227539,31.927169799804688,38.22315216064453,48.910247802734375,36.814212799072266,31.631105422973633,43
1906,940,162,152280,308772,290245680,-0.11947221760689059,-0.13387206654726075,0.025362125098500343,-0.014756941679902151,-0.010476970981360214,-0.0012888672290584634,1,-3,-10.086438822434712,1,1,0,0.0,4,8,8,2,0.0,0.0,0.0,0.0,738878,154875,223383,42403,44390,310317,37.09733963012695,45.3212776184082,32.61134338378906,32.845211029052734,32.52865219116211,32.57377624511719,36
1069,1049,0,0,0,0,-0.11982507726875125,-0.12822557687154218,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-2.3096035868012508,1,2,0,0.0,6,6,24,4,0.0,0.0,0.0,0.0,738878,861648,186398,38762,33271,279535,37.09733963012695,32.63173294067383,40.384185791015625,35.38439178466797,43.96335220336914,34.291587829589844,0
9772311,2755,561,1545555,5482266471,15103644127605,3.9995024592649475,-0.039850243047910315,0.2581700330178613,0.013641696096081802,0.13055209025742373,0.0023318989528217943,1,-2,-4.25627768084504,1,1,0,0.0,3,16,21,4,0.0,0.0,0.0,0.0,738878,178211,183101,77076,42336,279535,37.09733963012695,35.77091979980469,32.7452278137207,31.934295654296875,31.84229278564453,34.291587829589844,156
657,478,2,956,1314,628092,-0.11999876685141145,-0.1578048943470954,-0.06799442945562936,-0.017841325927673048,-0.010484880658065356,-0.0012889366598336743,2,-1,-8.40308133962901,1,4,0,0.0,2,22,13,3,0.0,0.0,0.0,0.0,381560,861648,173259,53283,45848,305971,34.00392150878906,32.41433334350586,35.6087532043457,44.60340118408203,34.977394104003906,33.37568664550781,1
201872,1763,58,102254,11708576,20642219488,-0.035171219824776744,-0.0912384793627068,-0.03531963536168396,-0.015776604168198698,-0.010183699171415492,-0.0012839881976145463,1,-1,-11.507434179842813,4,1,1,1.9420341642650176e-06,5,9,16,3,0.0,0.0,0.0,0.0,738878,861648,190864,43256,37352,305971,36.76259994506836,32.21958923339844,37.67720413208008,30.172794342041016,31.061107635498047,33.51803970336914,20
353,76,6,456,2118,160968,-0.1201269261551219,-0.1786295626924061,-0.06566051559177612,-0.017851517253066808,-0.01048485997432946,-0.001288936771818522,2,-3,-4.892435441304157,2,5,0,0.0,3,0,14,3,0.0,0.0,0.0,0.0,381560,154875,183101,45749,46948,305971,33.312129974365234,45.223670959472656,33.23849868774414,45.45761489868164,33.882991790771484,33.51803970336914,2
152,391,0,0,0,0,-0.12021166306316729,-0.1623117255561552,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,3,-3,-3.8800911767411637,2,1,0,0.0,2,19,27,5,0.0,0.0,0.0,0.0,164828,154875,173259,65844,40548,272893,34.91999816894531,45.128387451171875,34.00143814086914,26.410917282104492,41.21779251098633,42.98676300048828,0
215007,9635,58,558830,12470406,120152361810,-0.029633810435840298,0.3165520410708396,-0.03531963536168396,-0.0064703750022353035,-0.010164100302612994,-0.0012601323732135314,3,-1,-7.409790227818449,1,3,0,0.0,3,15,14,3,0.0,0.0,0.0,0.0,164828,861648,183101,74122,46948,305971,35.2297477722168,32.41433334350586,33.79374313354492,35.37027359008789,33.659996032714844,33.37568664550781,24
376,298,30,8940,11280,3361440,-0.12011722989201222,-0.16712937271066736,-0.05165703240865666,-0.017678590843785476,-0.010484624272353995,-0.001288936004561072,1,-2,-4.327409299933578,1,1,0,0.0,3,14,28,5,0.0,0.0,0.0,0.0,738878,178211,183101,71701,42289,272893,36.76259994506836,35.60273361206055,33.23849868774414,34.53297805786133,35.18046569824219,43.38150405883789,9
94,348,0,0,0,0,-0.12023611450926994,-0.1645392398318974,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-2,-2.046897016769574,5,1,0,0.0,1,19,19,4,0.0,0.0,0.0,0.0,738878,178211,176713,65844,41785,279535,36.76259994506836,35.60273361206055,34.2660026550293,27.000682830810547,34.41443634033203,34.607452392578125,0
74,1429,48,68592,3552,5075808,-0.12024454604240878,-0.1085405669928903,-0.04115442002131707,-0.016462724959008246,-0.010484823083188573,-0.001288935593571187,1,-1,-2.8381478829306652,1,1,0,0.0,5,14,30,5,0.0,0.0,0.0,0.0,738878,861648,190864,71701,41531,272893,37.004127502441406,32.41433334350586,38.311431884765625,35.166893005371094,55.72166061401367,45.369388580322266,8
963,477,13,6201,12519,5971563,-0.11986976439438712,-0.1578566970046708,-0.06157616633003294,-0.0177344189242925,-0.010484592397790843,-0.0012889353788295185,1,-4,-4.234065756705617,1,1,0,0.0,5,10,16,3,0.0,0.0,0.0,0.0,738878,99971,190864,45686,37352,305971,36.52212905883789,47.69773864746094,37.590354919433594,29.166671752929688,29.656944274902344,32.53730392456055,17
44,215,0,0,0,0,-0.12025719334211706,-0.17142899328942554,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-3,-4.515144764965675,1,8,0,0.0,3,22,30,5,0.0,2.0,0.0,0.0,738878,154875,183101,53283,41531,272893,37.09733963012695,45.3212776184082,32.7452278137207,47.363739013671875,55.806739807128906,45.19135284423828,0
1226,1904,35,66640,42910,81700640,-0.11975888973361132,-0.08393430464457545,-0.04873964007884011,-0.01650251189334549,-0.010483810557719204,-0.00128891722410156,1,-3,-3.1454422651706055,1,1,0,0.0,5,13,9,2,0.0,0.0,0.0,0.0,738878,154875,190864,67282,39077,310317,36.86331558227539,46.65242385864258,38.22315216064453,34.0014533996582,32.301902770996094,32.31998825073242,3
180,145,0,0,0,0,-0.1201998589167729,-0.17505517931970352,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-1,-1.535776454600282,2,1,0,0.0,4,13,8,2,4.0,0.0,0.0,0.0,381560,861648,223383,67282,44390,310317,33.501739501953125,31.927169799804688,32.32484436035156,34.0014533996582,29.61595344543457,32.31998825073242,0
56,111,0,0,0,0,-0.12025213442223374,-0.1768164696772671,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-4,-4.607658732570111,2,1,0,0.0,2,20,6,2,0.0,0.0,0.0,0.0,738878,99971,173259,61853,45473,310317,36.76259994506836,46.58891677856445,34.95927429199219,28.666120529174805,31.20364761352539,32.732765197753906,0
7948,1868,0,0,0,0,-0.11692505144564551,-0.08579920031728984,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,0.0,1,1,0,0.0,5,14,16,3,0.0,0.0,0.0,0.0,738878,861648,190864,71701,37352,305971,37.09733963012695,32.63173294067383,38.451087951660156,35.152854919433594,30.93312644958496,33.718509674072266,0
260,474,0,0,0,0,-0.12016613278421752,-0.158012104977397,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-2.1956898324459626,1,1,0,0.0,0,17,25,5,0.0,0.0,0.0,0.0,738878,861648,166489,72448,31213,272893,37.004127502441406,32.41433334350586,36.043582916259766,28.631610870361328,47.658748626708984,45.369388580322266,0
1149226,745,1702,1267990,1955982652,1457207075740,0.36421111243609094,-0.1439735847744637,0.9239189626819988,0.00798418563024341,0.03983477283890348,-0.0009395967803002906,1,-1,0.0,1,1,0,0.0,3,0,28,5,0.0,0.0,0.0,0.0,738878,861648,183101,45749,42289,272893,36.76259994506836,32.21958923339844,33.23849868774414,45.45761489868164,35.18046569824219,43.38150405883789,451
1138609,20,11637,232740,13249992933,264999858660,0.3597352330693351,-0.18153051151662847,6.72077752202749,-0.013116953597538174,0.33038492937169733,-0.0012254077072734626,2,-1,-2.7928648022485434,1,1,0,0.0,2,8,20,4,1.0,0.0,0.0,0.0,381560,861648,173259,42403,41390,279535,33.501739501953125,31.927169799804688,35.45729446411133,31.962764739990234,30.747695922851562,34.79351043701172,2410
1092,365,0,0,0,0,-0.11981538100564157,-0.16365859465311558,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-3,-2.9358029247557766,9,1,0,0.0,4,9,1,1,0.0,0.0,0.0,0.0,738878,154875,223383,43256,49499,131491,37.004127502441406,46.48217010498047,33.41928482055664,29.429656982421875,29.862628936767578,32.21827697753906,0
480,966,0,0,0,0,-0.12007338591969023,-0.13252519745030036,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,0.0,1,2,1,1.9420341642650176e-06,2,17,6,2,0.0,0.0,0.0,0.0,738878,861648,173259,72448,45473,310317,36.76259994506836,32.21958923339844,34.95927429199219,28.398792266845703,31.20364761352539,32.732765197753906,0
44,0,0,0,0,0,-0.12025719334211706,-0.18256656466813648,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-4.022769388881393,1,1,1,0.005360014293371449,3,11,28,5,5.0,0.0,0.0,4.0,738878,861648,183101,51753,42289,272893,36.86331558227539,31.927169799804688,33.50276184082031,36.88478088378906,37.760162353515625,44.43777847290039,0
5,0,0,0,0,0,-0.1202736348317378,-0.18256656466813648,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-1,-1.6960715829119433,1,1,0,0.0,1,12,5,2,0.0,0.0,0.0,0.0,381560,861648,176713,60094,47726,310317,33.312129974365234,32.21958923339844,34.2660026550293,35.7050666809082,35.06702423095703,32.732765197753906,0
7158,2874,8,22992,57264,164576736,-0.11725809700462989,-0.033685726796437755,-0.0644935586598495,-0.017392173834919224,-0.010483441286145768,-0.0012888973560002078,2,-1,0.0,1,1,0,0.0,6,14,17,3,0.0,0.0,0.0,0.0,381560,861648,186398,71701,37046,305971,33.08271026611328,31.72364044189453,39.402305603027344,36.75203323364258,32.55878829956055,32.53730392456055,7
22,145,0,0,0,0,-0.12026646802856977,-0.17505517931970352,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,0.0,1,1,0,0.0,0,11,25,5,0.0,0.0,0.0,0.0,738878,861648,166489,51753,31213,272893,36.86331558227539,31.927169799804688,36.19917678833008,36.88478088378906,44.000160217285156,44.43777847290039,0
986,1701,0,0,0,0,-0.11986006813127745,-0.0944502441323816,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-13.378836569112663,1,5,1,1.9420341642650176e-06,3,15,14,3,0.0,0.0,0.0,0.0,738878,861648,183101,74122,46948,305971,37.004127502441406,32.41433334350586,33.79374313354492,35.37027359008789,33.659996032714844,33.37568664550781,0
57183,35107,239,8390573,13666737,479798135859,-0.09616872474109386,1.6360693348314206,0.07028996697767527,0.15316130762438032,-0.010133323443847441,-0.0011739135594114412,1,-1,0.0,1,1,0,0.0,1,10,19,4,0.0,0.0,0.0,0.0,738878,861648,176713,45686,41785,279535,37.09733963012695,32.63173294067383,33.59523010253906,29.310396194458008,33.726951599121094,34.291587829589844,101
665,128,11,1408,7315,936320,-0.11999539423815592,-0.1759358244984853,-0.06274312326195956,-0.01783211296951709,-0.010484726276101291,-0.0012889365859413769,1,-1,-4.093248805468361,1,1,0,0.0,1,1,19,4,0.0,0.0,0.0,0.0,738878,861648,176713,46517,41785,279535,36.76259994506836,32.21958923339844,34.2660026550293,48.528263092041016,34.41443634033203,34.607452392578125,5
288,536,0,0,0,0,-0.12015432863782315,-0.15480034020772224,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,3,-1,-2.4637955131002585,1,1,0,0.0,1,12,5,2,0.0,0.0,0.0,0.0,164828,861648,176713,60094,47726,310317,34.91999816894531,31.72364044189453,33.33272933959961,35.99635696411133,33.540828704833984,32.41461181640625,0
343,527,0,0,0,0,-0.12013114192169132,-0.15526656412590084,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-3,-2.443446222631027,1,7,1,5.049288827089046e-05,2,17,13,3,0.0,1.0,0.0,0.0,381560,154875,173259,72448,45848,305971,33.312129974365234,45.223670959472656,34.95927429199219,28.398792266845703,34.38256072998047,33.51803970336914,0
